student_id,age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,exercise_frequency,mental_health_rating,previous_gpa,semester,stress_level,dropout_risk,social_activity,screen_time,parental_support_level,motivation_level,exam_anxiety_score,time_management_score,exam_score,study_to_social_ratio,work_life_balance,academic_engagement,stress_support_ratio,total_distractions,sleep_deficit,study_efficiency,habit_cluster,gender_Male,gender_Other,major_Biology,major_Business,major_Computer Science,major_Engineering,major_Psychology,part_time_job_Yes,diet_quality_Good,diet_quality_Poor,parental_education_level_High School,parental_education_level_Master,parental_education_level_PhD,parental_education_level_Some College,internet_quality_Low,internet_quality_Medium,extracurricular_participation_Yes,study_environment_Co-Learning Group,study_environment_Dorm,study_environment_Library,study_environment_Quiet Room,access_to_tutoring_Yes,family_income_range_Low,family_income_range_Medium,learning_style_Kinesthetic,learning_style_Reading,learning_style_Visual
126267,27,4.2,1.9,1.0,66.1,6.2,6,5.7,3.49,2,7.3,Yes,1,7.7,7,1,10,2.9,86,1.4482758620689655,16.4,1.9168999999999996,0.9125,2.9,1.7999999999999998,12.18,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
126268,21,4.9,3.8,2.5,40.7,5.4,4,6.6,4.0,3,6.4,No,0,13.2,2,9,6,3.5,99,1.0208333333333335,14.3,1.4245,2.1333333333333333,6.3,2.5999999999999996,17.150000000000002,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0
126269,22,1.9,2.8,0.7,99.4,5.2,7,10.0,2.87,1,3.9,No,0,6.2,6,3,10,3.5,74,0.5,14.1,3.4790000000000005,0.5571428571428572,3.5,2.8,6.6499999999999995,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0
126270,20,0.0,4.8,2.5,68.2,6.9,6,8.5,2.9,3,7.7,Yes,0,7.4,6,6,9,3.5,74,0.0,12.9,2.387,1.1,7.3,1.0999999999999996,0.0,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0
126271,24,4.0,3.8,0.2,85.7,7.1,1,4.1,3.31,8,6.0,No,5,9.0,10,4,10,1.0,85,0.8333333333333334,12.1,0.857,0.5454545454545454,4.0,0.9000000000000004,4.0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
126272,28,6.5,3.2,2.9,87.9,7.7,3,7.3,4.0,3,2.8,No,3,13.9,5,5,10,7.7,100,1.5476190476190474,17.2,6.7683,0.4666666666666666,6.1,0.2999999999999998,50.050000000000004,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0
126273,16,0.5,4.7,3.5,91.9,7.8,1,7.1,4.0,5,3.0,No,1,8.8,10,4,10,5.2,100,0.08771929824561403,9.3,4.7788,0.2727272727272727,8.2,0.20000000000000018,2.6,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
126274,18,3.2,3.1,1.7,61.5,5.3,3,2.7,3.51,3,5.6,Yes,3,9.5,7,5,10,2.1,79,0.7804878048780489,11.5,1.2915,0.7,4.8,2.7,6.720000000000001,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0
126275,24,2.0,1.1,0.9,47.4,7.6,3,9.9,2.93,7,4.0,Yes,4,4.1,10,3,10,2.8,73,0.9523809523809523,12.6,1.3272,0.36363636363636365,2.0,0.40000000000000036,5.6,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
126276,20,3.6,4.4,2.0,82.5,9.2,1,7.0,3.59,7,5.1,No,0,11.6,3,4,10,7.5,100,0.6666666666666666,13.799999999999999,6.1875,1.275,6.4,-1.1999999999999993,27.0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0
126277,17,6.1,3.1,2.4,85.1,5.1,6,6.9,4.0,3,7.2,No,2,11.9,6,5,10,1.9,99,1.4878048780487805,17.2,1.6168999999999998,1.0285714285714287,5.5,2.9000000000000004,11.589999999999998,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1
126278,22,2.5,1.6,1.7,54.7,7.1,6,2.9,3.99,1,8.5,Yes,3,6.3,10,1,10,3.9,94,0.9615384615384615,15.6,2.1333,0.7727272727272727,3.3,0.9000000000000004,9.75,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0
126279,23,1.4,1.8,1.1,45.4,8.3,5,10.0,4.0,4,6.6,No,0,4.6,6,8,7,5.1,91,0.5,14.700000000000001,2.3153999999999995,0.9428571428571428,2.9000000000000004,-0.3000000000000007,7.139999999999999,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
126280,20,7.6,4.5,0.4,56.6,6.1,0,6.7,3.67,1,4.1,No,5,12.9,9,10,5,8.2,97,1.3818181818181818,13.7,4.6411999999999995,0.41,4.9,1.9000000000000004,62.31999999999999,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0
126281,18,0.6,1.0,3.3,80.2,7.2,2,6.2,4.0,7,5.9,No,3,5.1,2,8,7,4.2,100,0.3,9.8,3.3684000000000003,1.9666666666666668,4.3,0.7999999999999998,2.52,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0
126282,21,4.66163528893716,0.1,0.3,70.5,5.3,4,5.1,4.0,7,1.0,No,5,5.9,4,5,10,9.1,100,4.237850262670145,13.96163528893716,6.4155,0.2,0.4,2.7,42.42088112932815,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
126283,22,3.2,3.8,1.4,58.6,8.6,4,4.7,3.79,3,3.2,No,0,10.2,5,10,5,8.2,94,0.6666666666666667,15.8,4.8052,0.5333333333333333,5.199999999999999,-0.5999999999999996,26.24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1
126284,28,4.567545653588164,1.9,3.8,40.9,4.3,1,2.9,4.0,3,7.7,Yes,5,10.6,5,7,8,9.8,100,1.5750157426166083,9.867545653588163,4.0081999999999995,1.2833333333333334,5.699999999999999,3.7,44.76194740516401,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
126285,17,4.768815299375026,1.7,3.6,87.2,7.0,7,5.5,4.0,4,6.2,No,2,10.2,2,4,10,5.5,100,1.766227888657417,18.768815299375028,4.796,2.066666666666667,5.3,1.0,26.228484146562643,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
126286,25,3.7,4.5,0.1,45.4,5.5,1,5.1,2.93,1,1.3,No,2,10.0,8,7,8,3.6,72,0.6727272727272727,10.2,1.6344,0.14444444444444446,4.6,2.5,13.32,2,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
126287,27,3.7,0.1,3.4,42.4,8.4,6,6.7,4.0,2,1.7,No,4,8.3,5,7,8,8.4,100,3.3636363636363633,18.1,3.5616000000000003,0.2833333333333333,3.5,-0.40000000000000036,31.080000000000002,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0
126288,23,5.7,4.1,1.3,98.0,8.0,4,9.9,3.28,6,9.3,No,2,12.1,7,7,8,2.5,85,1.1176470588235294,17.7,2.45,1.1625,5.3999999999999995,0.0,14.25,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0
126289,25,0.0,3.5,1.4,76.7,9.0,5,6.6,2.63,3,5.4,Yes,5,6.6,3,5,10,3.3,59,0.0,14.0,2.5311,1.35,4.9,-1.0,0.0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0
126290,17,3.8,1.0,0.5,65.1,6.8,6,6.9,3.65,3,6.2,No,3,7.1,4,10,5,1.3,88,1.9,16.6,0.8462999999999999,1.24,1.5,1.2000000000000002,4.9399999999999995,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
126291,18,3.6,2.9,1.8,98.1,5.6,5,6.0,3.5,2,5.0,No,4,9.7,10,8,7,8.3,94,0.9230769230769231,14.2,8.1423,0.45454545454545453,4.7,2.4000000000000004,29.880000000000003,2,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0
126292,18,2.7033384124119104,4.4,4.0,40.6,7.8,4,7.5,3.44,3,2.5,Yes,0,12.7,2,2,10,9.8,91,0.5006182245207241,14.50333841241191,3.9788000000000006,0.8333333333333334,8.4,0.20000000000000018,26.492716441636723,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
126293,16,3.8,3.0,0.0,43.7,5.6,7,6.3,4.0,7,1.0,No,0,7.5,7,3,10,4.8,100,0.95,16.4,2.0976000000000004,0.125,3.0,2.4000000000000004,18.24,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
126294,23,7.7,0.8,0.2,70.9,7.5,3,7.4,3.5,8,3.0,No,1,9.1,7,5,10,3.8,92,4.277777777777778,18.2,2.6942000000000004,0.375,1.0,0.5,29.259999999999998,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
126295,24,4.3,4.0,2.9,67.1,6.6,0,5.1,3.33,5,5.3,No,5,11.2,5,8,7,5.3,86,0.86,10.899999999999999,3.5562999999999994,0.8833333333333333,6.9,1.4000000000000004,22.79,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
126296,21,1.9,4.9,1.7,43.2,10.2,0,5.2,4.0,5,5.9,Yes,2,8.7,1,2,10,4.7,100,0.3220338983050847,12.1,2.0304,2.95,6.6000000000000005,-2.1999999999999993,8.93,2,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0
126297,20,5.2,3.6,3.3,54.1,7.0,7,6.0,3.24,5,3.7,No,4,13.8,3,5,10,3.3,75,1.1304347826086958,19.2,1.7853,0.925,6.9,1.0,17.16,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
126298,25,5.2,0.5,3.4,42.5,7.0,5,3.7,4.0,1,8.4,Yes,4,9.8,7,1,10,2.6,100,3.466666666666667,17.2,1.105,1.05,3.9,1.0,13.520000000000001,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0
126299,22,3.7,3.5,0.1,89.2,8.8,5,8.2,4.0,6,5.6,No,2,8.4,8,10,5,5.9,99,0.8222222222222223,17.5,5.262800000000001,0.6222222222222222,3.6,-0.8000000000000007,21.830000000000002,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
126300,19,0.6541577831916988,5.0,0.2,90.4,8.0,5,7.8,3.93,2,3.5,No,0,7.2,10,8,7,1.0,97,0.10902629719861646,13.6541577831917,0.904,0.3181818181818182,5.2,0.0,0.6541577831916988,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,0
126301,23,3.9,0.9,2.4,51.5,7.2,0,7.4,4.0,4,5.0,No,0,8.1,1,9,6,1.1,87,2.0526315789473686,11.1,0.5665,2.5,3.3,0.7999999999999998,4.29,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0
126302,17,4.9,4.2,1.7,88.4,6.5,4,5.8,4.0,4,5.0,No,3,12.3,3,5,10,1.5,100,0.9423076923076923,15.4,1.3260000000000003,1.25,5.9,1.5,7.3500000000000005,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0
126303,17,5.5,5.0,0.3,61.3,4.6,2,4.1,3.9,2,6.0,No,5,10.9,4,9,6,9.9,92,0.9166666666666666,12.1,6.0687,1.2,5.3,3.4000000000000004,54.45,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0
126304,16,2.5,4.8,0.7,72.5,9.1,2,8.2,3.64,4,4.8,No,3,9.7,8,5,10,4.8,86,0.4310344827586207,13.6,3.48,0.5333333333333333,5.5,-1.0999999999999996,12.0,2,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0
126305,21,2.8,1.4,3.3,44.3,6.6,4,9.7,2.94,7,5.7,No,3,9.0,2,7,8,7.9,72,1.1666666666666667,13.399999999999999,3.4997,1.9000000000000001,4.699999999999999,1.4000000000000004,22.12,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0
126306,16,4.0,0.4,2.3,61.0,7.8,4,6.2,3.41,1,5.0,No,5,7.4,7,7,8,6.2,85,2.857142857142857,15.8,3.782,0.625,2.6999999999999997,0.20000000000000018,24.8,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
126307,20,2.2,1.9,1.7,86.7,8.5,2,4.4,4.0,2,6.5,No,5,6.8,7,6,9,5.0,94,0.7586206896551725,12.7,4.335,0.8125,3.5999999999999996,-0.5,11.0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0
126308,24,3.8,3.7,1.7,52.3,4.2,4,9.5,3.99,1,8.8,No,4,10.3,1,4,10,7.5,100,0.8085106382978723,12.0,3.9225,4.4,5.4,3.8,28.5,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
126309,24,4.2,0.9,0.6,95.7,6.2,0,5.5,4.0,6,5.4,No,3,6.4,4,2,10,5.3,100,2.210526315789474,10.4,5.0721,1.08,1.5,1.7999999999999998,22.26,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
126310,20,3.7,1.9,1.7,75.2,6.5,3,8.1,4.0,6,6.1,No,0,9.0,1,8,7,3.9,100,1.2758620689655173,13.2,2.9328000000000003,3.05,3.5999999999999996,1.5,14.43,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
126311,18,1.6,3.5,1.0,87.1,6.3,5,3.1,3.72,3,6.5,No,4,6.2,3,2,10,7.5,91,0.35555555555555557,12.9,6.5325,1.625,4.5,1.7000000000000002,12.0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0
126312,27,6.9,0.1,1.6,99.1,5.0,6,3.5,4.0,4,4.7,No,4,8.6,9,6,9,8.6,100,6.2727272727272725,17.9,8.522599999999999,0.47000000000000003,1.7000000000000002,3.0,59.34,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
126313,28,3.6,0.8,1.2,83.5,8.4,6,8.1,3.82,4,5.2,No,1,7.3,6,5,10,1.5,89,2.0,18.0,1.2525,0.7428571428571429,2.0,-0.40000000000000036,5.4,1,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
126314,22,3.0,3.7,0.2,48.2,7.9,3,7.0,3.82,2,3.1,No,5,7.0,4,4,10,6.4,91,0.6382978723404255,13.9,3.0848,0.62,3.9000000000000004,0.09999999999999964,19.200000000000003,2,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
126315,17,2.6,0.3,1.1,63.0,8.7,0,7.0,4.0,7,3.4,No,1,5.0,8,10,5,4.1,98,2.0,11.299999999999999,2.5829999999999997,0.37777777777777777,1.4000000000000001,-0.6999999999999993,10.66,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0
126316,18,5.1,1.2,1.7,95.5,6.4,3,9.4,4.0,2,1.0,No,2,9.0,1,1,10,5.8,100,2.318181818181818,14.5,5.539,0.5,2.9,1.5999999999999996,29.58,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,1,1,0,0
126317,23,3.5,0.6,2.9,62.9,4.6,2,6.9,3.05,1,6.3,No,1,7.0,4,2,10,1.3,74,2.1875,10.1,0.8177,1.26,3.5,3.4000000000000004,4.55,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
126318,23,5.1,3.2,2.4,61.3,6.3,7,8.7,4.0,2,3.4,No,2,12.2,10,4,10,7.0,92,1.2142857142857142,18.4,4.2909999999999995,0.3090909090909091,5.6,1.7000000000000002,35.699999999999996,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0
126319,17,2.0,1.5,2.8,59.1,5.9,6,7.300000000000001,3.89,8,8.0,No,2,8.0,6,10,5,9.8,100,0.8,13.9,5.7918,1.1428571428571428,4.3,2.0999999999999996,19.6,1,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0
126320,21,3.5,3.1,1.6,57.7,8.3,2,7.5,3.08,8,3.9,No,0,9.2,2,6,9,9.0,83,0.853658536585366,13.8,5.1930000000000005,1.3,4.7,-0.3000000000000007,31.5,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1
126321,18,7.4,4.6,1.6,91.9,8.0,4,4.5,3.46,1,8.9,No,4,15.6,1,3,10,8.3,83,1.3214285714285716,19.4,7.627700000000001,4.45,6.199999999999999,0.0,61.42000000000001,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
126322,23,6.306295968166806,2.8,1.2,65.9,6.3,4,9.3,3.43,2,6.0,No,3,10.8,7,5,10,3.9,87,1.6595515705702122,16.606295968166805,2.5701,0.75,4.0,1.7000000000000002,24.59455427585054,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0
126323,21,3.6,1.2,0.3,83.6,6.5,3,7.7,3.98,6,4.6,No,5,5.5,4,7,8,3.7,100,1.6363636363636362,13.1,3.0932,0.9199999999999999,1.5,1.5,13.32,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0
126324,24,7.4,2.6,2.2,89.8,6.0,5,8.7,4.0,4,6.9,No,4,12.9,9,1,10,4.0,100,2.055555555555556,18.4,3.592,0.6900000000000001,4.800000000000001,2.0,29.6,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
126325,27,7.2,2.9,0.2,73.7,8.4,5,5.7,3.64,2,1.8,No,4,11.1,1,1,10,2.8,87,1.8461538461538463,20.6,2.0635999999999997,0.9,3.1,-0.40000000000000036,20.16,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0
126326,23,4.4,1.6,3.5,74.4,6.2,1,8.9,3.02,6,5.3,No,2,11.0,6,7,8,6.7,74,1.6923076923076923,11.600000000000001,4.984800000000001,0.7571428571428571,5.1,1.7999999999999998,29.480000000000004,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
126327,21,5.0,3.4,0.1,46.2,7.9,2,9.5,4.0,3,1.2,No,5,9.0,4,10,5,6.8,100,1.1363636363636362,14.9,3.1416000000000004,0.24,3.5,0.09999999999999964,34.0,2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0
126328,16,3.9,1.9,0.4,61.0,7.2,5,5.4,4.0,5,2.8,No,5,6.6,5,6,9,8.2,98,1.3448275862068966,16.1,5.001999999999999,0.4666666666666666,2.3,0.7999999999999998,31.979999999999997,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
126329,27,2.6,4.1,0.7,63.5,9.9,3,3.9,4.0,6,7.2,Yes,1,8.0,1,9,6,2.1,100,0.5098039215686275,15.5,1.3335,3.6,4.8,-1.9000000000000004,5.460000000000001,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0
126330,19,3.3,0.1,2.6,77.6,6.8,1,10.0,3.42,2,5.1,No,2,6.8,1,7,8,6.7,82,2.9999999999999996,11.1,5.199199999999999,2.55,2.7,1.2000000000000002,22.11,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0
126331,26,2.9,1.5,2.6,96.1,6.5,5,3.5,3.72,8,4.6,No,5,8.0,1,4,10,9.8,84,1.16,14.4,9.4178,2.3,4.1,1.5,28.42,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1
126332,28,6.2,3.3,1.3,82.6,8.7,6,4.6,3.67,2,3.6,No,1,11.7,6,4,10,8.2,93,1.4418604651162792,20.9,6.773199999999999,0.5142857142857143,4.6,-0.6999999999999993,50.839999999999996,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
126333,16,4.1,0.4,2.0,59.4,5.6,6,3.8,4.0,4,6.9,Yes,0,6.9,3,2,10,3.2,100,2.9285714285714284,15.7,1.9008,1.725,2.4,2.4000000000000004,13.12,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0,0
126334,23,5.6,3.1,2.9,77.9,5.4,5,5.8,3.27,2,5.8,No,3,13.2,6,8,7,4.5,79,1.3658536585365855,16.0,3.5055,0.8285714285714285,6.0,2.5999999999999996,25.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
126335,27,7.4,0.3,3.3,44.5,6.8,5,7.4,3.35,1,3.7,No,3,12.1,2,4,10,8.0,81,5.6923076923076925,19.2,3.56,1.2333333333333334,3.5999999999999996,1.2000000000000002,59.2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0
126336,28,4.814702727795082,0.8,2.6,75.0,8.6,3,5.1,2.84,3,7.9,No,5,9.5,2,1,10,7.3,68,2.674834848775045,16.41470272779508,5.475,2.6333333333333333,3.4000000000000004,-0.5999999999999996,35.1473299129041,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
126337,21,3.2,3.4,2.3,76.7,7.7,0,9.2,3.23,8,4.7,No,4,9.3,1,5,10,1.3,84,0.7272727272727273,10.9,0.9971000000000001,2.35,5.699999999999999,0.2999999999999998,4.16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1
126338,17,2.7,0.3,0.3,86.9,5.9,1,6.7,3.85,6,2.9,No,4,5.2,3,4,10,8.1,96,2.076923076923077,9.600000000000001,7.0389,0.725,0.6,2.0999999999999996,21.87,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1
126339,21,7.7,2.6,0.8,79.8,5.7,1,7.6,3.96,1,4.6,No,0,11.4,2,9,6,3.4,100,2.138888888888889,14.4,2.7132,1.5333333333333332,3.4000000000000004,2.3,26.18,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1
126340,20,5.6,1.3,0.6,68.7,6.8,1,8.5,3.78,6,3.5,No,0,9.0,8,9,6,6.7,91,2.4347826086956523,13.399999999999999,4.6029,0.3888888888888889,1.9,1.2000000000000002,37.519999999999996,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
126341,28,5.8,2.0,0.8,50.3,7.9,2,6.5,4.0,7,5.2,No,1,10.4,1,8,7,2.1,100,1.9333333333333333,15.7,1.0563,2.6,2.8,0.09999999999999964,12.18,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0
126342,27,3.8,0.5,0.2,78.7,6.4,6,6.2,4.0,7,5.2,No,2,5.1,3,6,9,1.4,100,2.533333333333333,16.2,1.1018,1.3,0.7,1.5999999999999996,5.319999999999999,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
126343,21,5.0,4.2,2.4,43.1,6.7,2,6.5,4.0,2,4.7,No,3,11.6,5,10,5,3.8,100,0.9615384615384615,13.7,1.6378,0.7833333333333333,6.6,1.2999999999999998,19.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
126344,26,4.2,3.2,3.0,72.3,8.1,5,5.3,3.27,7,5.0,No,5,11.8,5,6,9,2.6,80,1.0,17.3,1.8798,0.8333333333333334,6.2,-0.09999999999999964,10.920000000000002,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0
126345,20,0.0,3.2,2.9,44.5,7.6,3,6.4,2.4,4,6.8,Yes,2,7.0,8,7,8,1.3,60,0.0,10.6,0.5785,0.7555555555555555,6.1,0.40000000000000036,0.0,2,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
126346,25,3.8,0.7,2.0,74.9,6.1,2,7.6,2.33,5,5.6,Yes,5,7.7,10,2,10,6.7,53,2.235294117647059,11.899999999999999,5.0183,0.509090909090909,2.7,1.9000000000000004,25.46,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1
126347,21,5.8,0.0,2.6,79.8,8.6,4,8.5,4.0,4,6.2,No,1,9.0,10,7,8,5.3,99,5.8,18.4,4.2294,0.5636363636363636,2.6,-0.5999999999999996,30.74,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0
126348,27,0.9,2.7,3.6,75.9,8.7,5,6.9,3.33,7,2.9,No,0,8.3,9,2,10,5.3,81,0.24324324324324323,14.6,4.0227,0.29,6.300000000000001,-0.6999999999999993,4.77,2,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0,0
126349,25,4.1,0.5,0.6,51.8,8.2,2,8.6,3.94,6,6.2,No,1,6.8,4,4,10,2.6,100,2.733333333333333,14.299999999999999,1.3468,1.24,1.1,-0.1999999999999993,10.66,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0
